############################################################
#          Grid for Magnetic Declination
############################################################
#   7 Fields:
#     (1) Date in decimal years
#     (2) Latitude in decimal Degrees
#     (3) Longitude in decimal Degrees
#     (4) Elevation in km Mean Sea Level
#     (5) Declination in Degree
#     (6) Declination_sv in Degree
#     (7) Declination_uncertainty in Degree
#
#   Magnetic Model: WMM-2020 (calculator version 0.5.1.11) 
#  Caution: location is approaching the blackout zone around the magnetic pole as defined by the WMM military specification (https://www.ngdc.noaa.gov/geomag/WMM/data/MIL-PRF-89500B.pdf). Compass accuracy may be degraded in this region.
#  Warning: location is in the blackout zone around the magnetic pole as defined by the WMM military specification (https://www.ngdc.noaa.gov/geomag/WMM/data/MIL-PRF-89500B.pdf). Compass accuracy is highly degraded in this region.
############################################################
2020.71858,89.00100,-180.00000,0.00000,-172.10261,3.01080,4.37314
2020.71858,89.00100,-179.00000,0.00000,-170.98915,3.01326,4.37243
2020.71858,89.00100,-178.00000,0.00000,-169.87703,3.01528,4.37117
2020.71858,89.00100,-177.00000,0.00000,-168.76634,3.01688,4.36936
2020.71858,89.00100,-176.00000,0.00000,-167.65714,3.01804,4.36700
2020.71858,89.00100,-175.00000,0.00000,-166.54951,3.01878,4.36409
2020.71858,89.00100,-174.00000,0.00000,-165.44352,3.01909,4.36063
2020.71858,89.00100,-173.00000,0.00000,-164.33924,3.01897,4.35664
2020.71858,89.00100,-172.00000,0.00000,-163.23674,3.01842,4.35211
2020.71858,89.00100,-171.00000,0.00000,-162.13607,3.01745,4.34706
2020.71858,89.00100,-170.00000,0.00000,-161.03731,3.01607,4.34149
2020.71858,89.00100,-169.00000,0.00000,-159.94050,3.01426,4.33540
2020.71858,89.00100,-168.00000,0.00000,-158.84571,3.01204,4.32880
2020.71858,89.00100,-167.00000,0.00000,-157.75299,3.00941,4.32170
2020.71858,89.00100,-166.00000,0.00000,-156.66239,3.00638,4.31412
2020.71858,89.00100,-165.00000,0.00000,-155.57396,3.00295,4.30605
2020.71858,89.00100,-164.00000,0.00000,-154.48775,2.99912,4.29750
2020.71858,89.00100,-163.00000,0.00000,-153.40379,2.99491,4.28849
2020.71858,89.00100,-162.00000,0.00000,-152.32213,2.99031,4.27903
2020.71858,89.00100,-161.00000,0.00000,-151.24281,2.98534,4.26912
2020.71858,89.00100,-160.00000,0.00000,-150.16586,2.98000,4.25877
2020.71858,89.00100,-159.00000,0.00000,-149.09132,2.97429,4.24801
2020.71858,89.00100,-158.00000,0.00000,-148.01920,2.96824,4.23683
2020.71858,89.00100,-157.00000,0.00000,-146.94954,2.96183,4.22524
2020.71858,89.00100,-156.00000,0.00000,-145.88236,2.95509,4.21327
2020.71858,89.00100,-155.00000,0.00000,-144.81768,2.94802,4.20092
2020.71858,89.00100,-154.00000,0.00000,-143.75552,2.94062,4.18821
2020.71858,89.00100,-153.00000,0.00000,-142.69589,2.93291,4.17514
2020.71858,89.00100,-152.00000,0.00000,-141.63880,2.92489,4.16173
2020.71858,89.00100,-151.00000,0.00000,-140.58427,2.91658,4.14798
2020.71858,89.00100,-150.00000,0.00000,-139.53230,2.90798,4.13392
2020.71858,89.00100,-149.00000,0.00000,-138.48289,2.89910,4.11956
2020.71858,89.00100,-148.00000,0.00000,-137.43605,2.88996,4.10490
2020.71858,89.00100,-147.00000,0.00000,-136.39178,2.88055,4.08996
