phase,param,opt,min,max,model,pm
TO,to_v_lof,91.3,77.5,105.1,norm,91.3|9.6
TO,to_d_tof,1.83,1.18,2.96,gamma,12.03|0.09|0.16
TO,to_acc_tof,1.86,1.41,2.33,norm,1.87|0.28
IC,ic_va_avg,91,84,99,norm,91|5
IC,ic_vz_avg,11.64,7.87,17.70,gamma,16.92|-0.00|0.73
CL,cl_d_range,243,137,350,norm,243|41
CL,cl_v_cas_const,159,145,171,beta,4|3|132|46
CL,cl_v_mach_const,0.79,0.75,0.81,beta,16.78|4.27|0.58|0.25
CL,cl_h_cas_const,5.5,3.8,7.3,norm,5.5|0.9
CL,cl_h_mach_const,9.4,8.1,10.8,norm,9.4|0.7
CL,cl_vz_avg_pre_cas,10.50,8.30,12.71,norm,10.51|1.34
CL,cl_vz_avg_cas_const,7.38,5.13,9.65,norm,7.39|1.38
CL,cl_vz_avg_mach_const,4.95,2.82,7.08,norm,4.95|1.29
CR,cr_d_range,866,189,4416,beta,1|2|159|4736
CR,cr_v_cas_mean,138,128,149,norm,138|6
CR,cr_v_cas_max,145,131,159,norm,145|8
CR,cr_v_mach_mean,0.79,0.75,0.81,beta,13.95|4.86|0.66|0.17
CR,cr_v_mach_max,0.80,0.77,0.84,gamma,19.02|0.71|0.00
CR,cr_h_mean,10.5,9.6,11.4,norm,10.5|0.6
CR,cr_h_max,10.8,9.7,11.6,beta,7.2|5.1|8.1|4.4
DE,de_d_range,252,174,508,gamma,4|150|31
DE,de_v_mach_const,0.78,0.71,0.81,beta,9.50|2.96|0.57|0.25
DE,de_v_cas_const,148,136,160,norm,148|7
DE,de_h_mach_const,9.2,7.8,10.6,norm,9.2|0.9
DE,de_h_cas_const,6.4,4.2,8.7,norm,6.4|1.4
DE,de_vz_avg_mach_const,-5.08,-11.06,-1.64,beta,3.90|2.38|-15.90|15.99
DE,de_vz_avg_cas_const,-8.69,-13.41,-3.95,norm,-8.68|2.88
DE,de_vz_avg_after_cas,-6.01,-7.69,-4.32,norm,-6.00|1.03
FA,fa_va_avg,78,72,83,norm,78|3
FA,fa_vz_avg,-3.92,-4.73,-3.11,norm,-3.92|0.49
LD,ld_v_app,76.8,70.4,83.3,norm,76.9|4.5
LD,ld_d_brk,1.45,0.70,4.23,gamma,2.97|0.18|0.65
LD,ld_acc_brk,-1.25,-2.19,-0.53,beta,4.23|3.14|-3.02|2.95
