phase,param,opt,min,max,model,pm
TO,to_v_lof,85.3,74.5,96.1,norm,85.3|7.5
TO,to_d_tof,1.65,1.06,2.25,norm,1.65|0.36
TO,to_acc_tof,1.93,1.49,2.37,norm,1.93|0.27
IC,ic_va_avg,83,76,90,norm,83|4
IC,ic_vz_avg,12.58,9.13,16.06,norm,12.59|2.11
CL,cl_d_range,236,171,440,gamma,4|149|24
CL,cl_v_cas_const,155,141,169,norm,155|8
CL,cl_v_mach_const,0.78,0.70,0.81,beta,38.80|3.94|0.09|0.74
CL,cl_h_cas_const,5.0,2.8,7.3,norm,5.0|1.1
CL,cl_h_mach_const,9.6,7.2,11.0,beta,9.4|3.7|3.4|8.2
CL,cl_vz_avg_pre_cas,10.32,7.72,12.93,norm,10.33|1.58
CL,cl_vz_avg_cas_const,7.18,4.83,9.54,norm,7.18|1.43
CL,cl_vz_avg_mach_const,5.07,3.07,7.07,norm,5.07|1.22
CR,cr_d_range,909,443,4269,gamma,1|391|524
CR,cr_v_cas_mean,134,124,145,norm,134|6
CR,cr_v_cas_max,138,127,156,gamma,17|103|2
CR,cr_v_mach_mean,0.79,0.75,0.81,beta,28.61|5.59|0.53|0.29
CR,cr_v_mach_max,0.80,0.77,0.83,norm,0.80|0.02
CR,cr_h_mean,10.9,9.9,11.9,norm,10.9|0.6
CR,cr_h_max,11.0,10.1,11.9,norm,11.0|0.6
DE,de_d_range,235,180,468,gamma,3|168|31
DE,de_v_mach_const,0.77,0.71,0.81,beta,8.96|4.09|0.61|0.23
DE,de_v_cas_const,146,136,167,gamma,8|122|3
DE,de_h_mach_const,9.5,7.3,10.8,beta,7.0|3.1|3.9|7.7
DE,de_h_cas_const,5.7,2.9,8.4,beta,3.1|3.0|1.1|8.9
DE,de_vz_avg_mach_const,-5.86,-13.45,-2.12,beta,5.70|2.62|-22.78|22.78
DE,de_vz_avg_cas_const,-9.78,-14.70,-4.84,norm,-9.77|3.00
DE,de_vz_avg_after_cas,-6.09,-7.92,-4.26,norm,-6.09|1.11
FA,fa_va_avg,72,67,77,norm,72|3
FA,fa_vz_avg,-3.55,-4.19,-2.90,norm,-3.55|0.39
LD,ld_v_app,69.3,62.7,76.0,norm,69.4|4.6
LD,ld_d_brk,1.10,0.62,3.20,gamma,2.49|0.33|0.52
LD,ld_acc_brk,-1.22,-1.98,-0.47,norm,-1.22|0.46
