phase,param,opt,min,max,model,pm
TO,to_v_lof,91.9,76.5,107.3,norm,91.9|10.7
TO,to_d_tof,2.31,0.90,3.71,norm,2.30|0.60
TO,to_acc_tof,1.64,1.17,2.11,norm,1.64|0.28
IC,ic_va_avg,91,76,105,norm,91|9
IC,ic_vh_avg,9.52,6.75,13.18,gamma,47.94|-3.77|0.28
CL,cl_d_range,232,175,342,beta,10|701717396|124|7602901694
CL,cl_v_cas_const,171,151,191,norm,171|13
CL,cl_v_mach_const,0.84,0.74,0.94,norm,0.84|0.07
CL,cl_h_cas_const,5.8,2.9,7.7,beta,122.9|13.8|-37.5|47.9
CL,cl_h_mach_const,7.6,5.8,9.4,norm,7.6|0.9
CL,cl_vh_avg_pre_cas,8.87,6.84,11.93,beta,22.01|4822823.42|1.90|1600244.32
CL,cl_vh_avg_cas_const,8.72,5.70,12.63,beta,55.90|2037483.08|-6.76|574783.26
CL,cl_vh_avg_mach_const,6.65,4.38,9.23,gamma,236.59|-15.91|0.10
CR,cr_d_range,5675,-726,12083,norm,5678|2753
CR,cr_v_cas_mean,149,131,164,beta,1256|101|-1366|1638
CR,cr_v_cas_max,169,145,193,norm,169|16
CR,cr_v_mach_mean,0.85,0.78,0.92,norm,0.85|0.05
CR,cr_v_mach_max,0.94,0.85,1.04,norm,0.94|0.06
CR,cr_h_mean,10.8,9.8,11.8,norm,10.8|0.6
CR,cr_h_max,11.3,10.3,12.3,norm,11.3|0.6
DE,de_d_range,264,196,474,gamma,4|169|29
DE,de_v_mach_const,0.81,0.68,0.91,beta,151.98|31.10|-1.57|2.86
DE,de_v_cas_const,152,133,171,norm,152|13
DE,de_h_mach_const,9.8,7.1,11.1,beta,364983.9|7.5|-165961.1|165973.9
DE,de_h_cas_const,6.1,3.3,8.8,beta,6.4|6.2|-0.1|12.2
DE,de_vh_avg_mach_const,-5.89,-12.22,-2.79,beta,18987.18|7.96|-19597.69|19598.98
DE,de_vh_avg_cas_const,-8.97,-13.58,-4.34,norm,-8.96|2.81
DE,de_vh_avg_after_cas,-6.07,-7.91,-4.24,norm,-6.07|1.12
FA,fa_va_avg,78,65,90,norm,78|8
FA,fa_vh_avg,-3.89,-4.65,-3.13,norm,-3.89|0.46
LD,ld_v_app,77.3,65.2,89.4,norm,77.3|8.4
LD,ld_d_brk,1.92,0.62,4.72,beta,2.62|5.80|0.33|6.30
LD,ld_acc_brk,-1.14,-1.90,-0.61,beta,546.63|24.82|-45.59|46.40
